Title,Year,Genre-Horror,Genre-Thriller,Genre-Sci-Fi,Genre-Mystery,Genre-Romance,Genre-Fantasy,Genre-Comdey,Genre-Drama,Genre-Crime,Genre-War,Genre-Western,Genre-Musical,Genre-Family,Genre-Adventure,Genre-Sport,Genre-History,Release_Country,Movie_Rating,Review_Rating,Language,Day,Month,Movie Length
Only Lovers Left Alive ,2013, Horror,NO GENRE,NO GENRE,NO GENRE, Romance,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Germany,R,7.3,English|French|Arabic|Turkish,25,Dec,123
Phantasm: Ravager ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.1,English,7,Oct,85
Tyler Perry's Boo 2! A Madea Halloween ,2017, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,3,English,20,Oct,101
Pandemic ,2016, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-MA,4.5,English,1,Apr,91
V/H/S ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Russia,R,5.8,English,6,Sep,116
Oculus ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.5,English,11,Apr,104
6 Souls ,2010, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.1,English,1,Mar,112
The Gallows ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.2,English,10,Jul,81
The Invitation ,2015, Horror, Thriller,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,6.7,English,8,Apr,100
Awaken the Shadowman ,2017, Horror, Thriller,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-MA,5,English,21,Jul,90
Underworld: Blood Wars ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Fantasy,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.8,English|Saami,6,Jan,91
Baskin ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Turkey,NOT RATED,5.8,Turkish,1,Jan,97
The Dark Tower ,2017, Horror,NO GENRE, Sci-Fi,NO GENRE,NO GENRE, Fantasy,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Western,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,5.8,English,4,Aug,95
Satanic ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,3.7,English,1,Jul,85
Beneath ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.7,English,3,May,90
Cell ,2016, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.3,English,10,Jun,98
Cheap Thrills ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Drama,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,6.8,English,21,Mar,88
The Woman in Black 2: Angel of Death ,2014, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,4.9,English,2,Jan,98
Meet the Blacks ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.9,English,1,Apr,94
The Conjuring 2 ,2016, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,7.4,English,10,Jun,134
Tales of Halloween ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.5,English,16,Oct,92
Warm Bodies ,2013, Horror,NO GENRE,NO GENRE,NO GENRE, Romance,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,6.9,English,1,Feb,98
Freaks of Nature ,2015, Horror,NO GENRE, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.9,English,30,Oct,92
Hotel Transylvania ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Fantasy,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Family,NO GENRE,NO GENRE,NO GENRE,USA,PG,7.1,English,28,Sep,91
Emelie ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.4,English,4,Mar,80
Get Out ,2017, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,7.7,English,24,Feb,104
Gravy ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.5,English,2,Oct,95
The Gracefield Incident ,2017, Horror, Thriller, Sci-Fi, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Russia,PG-13,4.1,English,27,Jul,89
Backcountry ,2014, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6,English,20,Mar,92
The Disappointments Room ,2016, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,3.9,English,9,Sep,85
Navy Seals vs. Zombies ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.3,English,8,Oct,97
Paranormal Activity 4 ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.6,English|Ukrainian,19,Oct,88
Carrie ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.9,English,18,Oct,100
The Last Days on Mars ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,UK,R,5.5,English,19,Sep,98
Underworld Awakening ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.4,English|Russian,20,Jan,88
Final Prayer ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.7,English|Portuguese,24,Feb,89
Alienate ,2016, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Japan,TV-MA,2.7,English,23,Feb,90
Poltergeist ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,4.9,English,22,May,93
The Mortal Instruments: City of Bones ,2013, Horror,NO GENRE,NO GENRE, Mystery, Romance,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,5.9,English,21,Aug,130
The Lords of Salem ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Russia,R,5.1,English,18,Apr,101
The Houses October Built 2 ,2017, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,UNRATED,4.3,English,22,Sep,101
Pay the Ghost ,2015, Horror, Thriller,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.2,English|Spanish|Chinese|Scottish Gaelic,25,Sep,94
V/H/S/2 ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.1,English|Indonesian,6,Jun,96
The Innkeepers ,2011, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Denmark,R,5.5,English,8,Mar,101
The Curse of Sleeping Beauty ,2016, Horror, Thriller,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Russia,TV-14,4.3,English,2,Jun,89
Kristy ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.9,English,5,Nov,86
We Are the Flesh ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,UNRATED,4.7,Spanish,20,Jan,79
Starry Eyes ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,6,English,14,Nov,98
Nightworld ,2017, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-MA,4.3,English,20,Oct,92
Happy Death Day ,2017, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,6.7,English,13,Oct,96
Ouija ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,4.5,English,24,Oct,89
Red Christmas ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.7,English,25,Aug,82
The Purge: Anarchy ,2014, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.5,English,18,Jul,103
The Rezort ,2015, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Philippines,NOT RATED,5.3,English,15,Jun,93
Rings ,2017, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,4.5,English,3,Feb,102
The Boy ,2016, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,6,English,22,Jan,97
The Funhouse Massacre ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.3,English,13,Nov,90
The Den ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.1,English,14,Mar,81
Universal Soldier: Day of Reckoning ,2012, Horror, Thriller, Sci-Fi, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5,English,25,Oct,114
Wrong Turn 6: Last Resort ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.3,English,13,Oct,91
Personal Shopper ,2016, Horror, Thriller,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.2,English|French|Swedish,10,Mar,105
Bedeviled ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.4,English,22,Oct,91
Cult of Chucky ,2017, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,France,R,5.2,English,24,Oct,91
Martyrs ,2015, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4,English,22,Jan,86
Don't Hang Up ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.7,English,10,Feb,83
Crimson Peak ,2015, Horror,NO GENRE,NO GENRE, Mystery, Romance,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.5,English,16,Oct,119
Resident Evil: Vendetta ,2017, Horror,NO GENRE, Sci-Fi, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Adventure,NO GENRE,NO GENRE,Japan,R,6.3,English|Japanese,27,May,97
The Green Inferno ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.3,English,25,Sep,100
You're Next ,2011, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.5,English,23,Aug,95
Frankenweenie ,2012, Horror,NO GENRE, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Family,NO GENRE,NO GENRE,NO GENRE,USA,PG,7,English,5,Oct,87
The Black Room ,2017, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Spain,NOT RATED,3.3,English,11,Aug,91
Hatchet III ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Qatar,R,5.7,English,7,Nov,81
The Lure ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Musical,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Poland,NOT RATED,6.3,Polish,25,Dec,92
Insidious: Chapter 2 ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,6.6,English,13,Sep,106
Viral ,2016, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.5,English,29,Jul,85
Wolves at the Door ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.7,English,18,Apr,73
Pet ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.7,English,2,Dec,94
Tusk ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.4,English,19,Sep,102
Cabin Fever ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Ireland,R,3.7,English,13,May,99
Annabelle ,2014, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.4,English,3,Oct,99
Maniac ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,France,NOT RATED,6.1,English,2,Jan,89
Darling ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.6,English,26,Sep,78
The Monster ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.4,English,6,Oct,91
Mom and Dad ,2017, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.5,English,24,Sep,123
Horns ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.5,English,3,Oct,120
The Woman in Black ,2012, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,PG-13,6.4,English,3,Feb,95
I Spit on Your Grave 2 ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Japan,R,5.7,English|Bulgarian,19,Jan,106
Goosebumps ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Fantasy,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Family,NO GENRE,NO GENRE,NO GENRE,USA,PG,6.3,English,16,Oct,103
The Girl with All the Gifts ,2016, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.7,English,26,Jan,111
The Snowman ,2017, Horror, Thriller,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.2,English,20,Oct,119
Kill Command ,2016, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,UNRATED,5.7,English,25,Nov,99
Excision ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,UK,NOT RATED,6.1,English,2,Nov,81
Byzantium ,2012, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,UK,R,6.5,English,31,May,118
John Dies at the End ,2012, Horror,NO GENRE, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.4,English,25,Jan,99
Hush ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.6,English|American Sign Language,8,Apr,81
Green Room ,2015, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,7,English,13,May,95
The Devil Inside ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.2,English|Italian,6,Jan,83
